Fecha(yyyy-mm-dd),Hora(hh:mm:ss),Temperatura(℃),Humedad(%),Dirección del viento(°),Velocidad del viento(m/s),Presión barométrica(hPa),Precipitación(mm)
2024-02-23,0 days 15:57:21,26.5,56.5,82.0,2.9,1010.1,0.01
2024-02-23,0 days 16:07:21,26.3,59.5,73.4,1.5,1010.3,0.01
2024-02-23,0 days 16:17:21,26.4,59.5,70.4,1.4,1010.3,0.01
2024-02-23,0 days 16:27:21,26.4,59.0,74.0,2.5,1010.4,0.01
2024-02-23,0 days 16:37:23,26.3,59.5,95.6,2.3,1010.5,0.01
2024-02-23,0 days 16:47:21,26.5,60.5,60.3,1.9,1010.6,0.01
2024-02-23,0 days 16:57:21,26.1,62.5,72.5,4.0,1010.7,0.01
2024-02-23,0 days 17:07:21,25.8,63.5,74.0,2.5,1010.8,0.01
2024-02-23,0 days 17:17:21,25.5,65.5,78.7,2.4,1011.2,0.01
2024-02-23,0 days 17:27:21,25.2,68.0,60.8,3.6,1011.2,0.01
2024-02-23,0 days 17:37:21,25.0,68.0,82.1,1.5,1011.3,0.01
2024-02-23,0 days 17:47:21,24.8,69.0,64.8,3.3,1011.3,0.01
2024-02-23,0 days 17:57:21,24.6,69.5,88.1,1.8,1011.5,0.01
2024-02-23,0 days 18:07:21,24.2,69.5,74.9,2.6,1011.6,0.01
2024-02-23,0 days 18:17:21,23.9,71.5,84.2,2.2,1011.7,0.01
2024-02-23,0 days 18:37:21,23.4,73.5,60.5,2.5,1012.2,0.0
2024-02-23,0 days 18:47:21,23.2,74.5,134.7,1.4,1012.4,0.0
2024-02-23,0 days 18:57:21,23.0,76.0,71.5,2.0,1012.6,0.0
2024-02-23,0 days 19:07:21,22.8,76.5,71.9,1.1,1012.7,0.0
2024-02-23,0 days 19:17:21,22.6,78.0,91.1,2.6,1012.9,0.0
2024-02-23,0 days 19:27:21,22.4,79.0,106.0,1.2,1013.1,0.0
2024-02-23,0 days 19:37:21,22.3,79.5,67.8,1.4,1013.3,0.0
2024-02-23,0 days 19:47:21,22.1,80.0,72.8,1.1,1013.5,0.0
2024-02-23,0 days 19:57:21,21.9,81.0,63.3,0.6,1013.7,0.0
2024-02-23,0 days 20:07:21,21.9,81.0,146.9,0.7,1013.8,0.0
2024-02-23,0 days 20:17:21,21.8,82.0,80.3,1.4,1014.0,0.0
2024-02-23,0 days 20:27:21,21.7,82.5,103.5,1.6,1014.3,0.0
2024-02-23,0 days 21:07:21,21.3,84.5,152.5,0.2,1015.0,0.0
2024-02-23,0 days 21:17:21,21.1,85.5,150.5,0.8,1015.1,0.0
2024-02-23,0 days 21:27:21,20.7,85.5,180.0,0.4,1015.2,0.0
2024-02-23,0 days 21:37:21,20.6,86.5,127.1,0.5,1015.3,0.0
2024-02-23,0 days 21:47:21,20.6,87.0,211.2,0.3,1015.3,0.0
2024-02-23,0 days 21:57:21,20.2,87.0,144.3,0.2,1015.4,0.0
2024-02-23,0 days 22:07:21,20.0,88.0,217.1,0.3,1015.5,0.0
2024-02-23,0 days 22:17:21,20.0,88.0,143.0,0.6,1015.5,0.0
2024-02-23,0 days 22:27:21,19.8,89.0,201.2,0.3,1015.6,0.0
2024-02-23,0 days 22:47:21,19.6,90.0,209.0,0.3,1015.7,0.0
2024-02-23,0 days 22:57:21,19.6,90.5,203.5,0.3,1015.7,0.0
2024-02-23,0 days 23:07:21,19.6,90.5,206.0,0.3,1015.8,0.0
2024-02-23,0 days 23:17:21,19.5,91.0,302.7,0.2,1015.9,0.0
2024-02-23,0 days 23:27:21,19.5,91.0,303.9,0.1,1016.0,0.0
2024-02-23,0 days 23:37:21,19.5,91.0,313.8,0.2,1016.0,0.0
2024-02-23,0 days 23:47:23,19.7,91.0,260.0,0.1,1016.1,0.0
2024-02-23,0 days 23:57:21,19.8,90.5,330.2,0.3,1016.2,0.0
2024-02-24,0 days 00:07:21,19.8,90.5,328.0,0.2,1016.2,0.0
2024-02-24,0 days 00:17:21,19.6,90.0,286.7,0.1,1016.3,0.0
2024-02-24,0 days 00:27:21,19.4,90.5,343.7,0.8,1016.3,0.0
2024-02-24,0 days 00:37:22,19.5,90.5,335.7,0.2,1016.3,0.0
2024-02-24,0 days 00:47:21,19.6,90.5,334.4,0.2,1016.5,0.0
2024-02-24,0 days 00:57:21,19.6,90.0,335.7,1.1,1016.5,0.0
2024-02-24,0 days 01:07:21,19.7,90.0,73.8,0.8,1016.5,0.0
2024-02-24,0 days 01:17:21,20.0,89.0,85.2,0.2,1016.4,0.0
2024-02-24,0 days 01:27:21,19.9,90.0,341.1,0.3,1016.3,0.0
2024-02-24,0 days 01:37:21,19.8,91.0,350.0,0.5,1016.2,0.0
2024-02-24,0 days 01:47:21,19.8,91.0,351.8,0.8,1016.2,0.0
2024-02-24,0 days 01:57:21,19.8,91.0,357.1,0.9,1016.2,0.0
2024-02-24,0 days 02:07:21,19.9,91.0,336.6,0.4,1016.2,0.0
2024-02-24,0 days 02:17:21,19.8,91.0,352.5,1.3,1016.1,0.0
2024-02-24,0 days 02:27:21,19.7,91.0,352.2,1.2,1016.1,0.0
2024-02-24,0 days 02:37:21,19.5,91.0,348.1,0.9,1015.9,0.0
2024-02-24,0 days 02:47:21,19.4,91.0,339.6,0.3,1015.8,0.0
2024-02-24,0 days 02:57:21,19.4,91.0,339.9,0.3,1015.7,0.0
2024-02-24,0 days 03:07:21,19.4,90.5,4.1,0.7,1015.7,0.0
2024-02-24,0 days 03:17:21,19.4,88.5,18.6,0.3,1015.6,0.0
2024-02-24,0 days 03:27:21,19.4,87.5,348.0,0.6,1015.5,0.0
2024-02-24,0 days 03:37:21,19.3,87.0,333.6,0.4,1015.4,0.0
2024-02-24,0 days 03:47:21,19.2,86.5,32.2,0.2,1015.4,0.0
2024-02-24,0 days 03:57:21,19.1,86.0,319.7,0.3,1015.4,0.0
2024-02-24,0 days 04:07:21,18.9,86.5,103.3,0.8,1015.3,0.0
2024-02-24,0 days 04:17:21,18.4,88.5,200.5,0.1,1015.4,0.0
2024-02-24,0 days 04:27:21,18.0,90.0,242.4,0.2,1015.5,0.0
2024-02-24,0 days 04:37:21,17.8,90.5,299.7,0.3,1015.4,0.0
2024-02-24,0 days 04:47:21,17.5,91.5,221.5,0.3,1015.6,0.0
2024-02-24,0 days 04:57:21,17.2,92.0,101.6,0.3,1015.6,0.0
2024-02-24,0 days 05:07:21,16.9,92.0,120.3,0.7,1015.6,0.0
2024-02-24,0 days 05:17:21,16.7,93.0,122.6,0.7,1015.6,0.0
2024-02-24,0 days 05:27:21,16.6,93.0,122.6,0.7,1015.8,0.0
2024-02-24,0 days 05:37:21,16.5,93.0,94.2,0.3,1015.9,0.0
2024-02-24,0 days 05:47:21,16.4,93.0,177.0,1.0,1016.1,0.0
2024-02-24,0 days 05:57:21,15.7,92.5,159.2,1.0,1016.2,0.0
2024-02-24,0 days 06:07:22,15.3,93.0,165.4,0.4,1016.4,0.0
2024-02-24,0 days 06:17:21,15.3,93.5,179.3,0.4,1016.6,0.0
2024-02-24,0 days 06:27:21,15.2,93.5,2.5,0.4,1016.6,0.0
2024-02-24,0 days 06:37:21,15.1,93.5,219.5,0.6,1016.8,0.0
2024-02-24,0 days 06:47:21,15.1,94.0,253.6,0.4,1017.0,0.0
2024-02-24,0 days 06:57:21,15.2,94.0,186.2,0.4,1017.0,0.0
2024-02-24,0 days 07:07:21,15.4,94.0,173.2,0.7,1017.4,0.0
2024-02-24,0 days 07:17:23,15.6,94.0,333.8,0.2,1017.5,0.0
2024-02-24,0 days 07:27:21,15.8,94.0,194.2,0.2,1017.6,0.0
2024-02-24,0 days 07:37:21,16.1,94.0,286.3,0.1,1017.8,0.0
2024-02-24,0 days 07:47:21,16.5,94.0,40.0,0.2,1017.9,0.0
2024-02-24,0 days 07:57:21,16.9,94.0,164.4,0.4,1017.8,0.0
2024-02-24,0 days 08:07:21,17.1,94.0,148.3,1.0,1018.0,0.0
2024-02-24,0 days 08:17:21,17.7,94.0,194.0,0.5,1018.0,0.0
2024-02-24,0 days 08:27:21,18.8,93.5,128.4,0.3,1018.1,0.0
2024-02-24,0 days 08:37:21,20.0,85.0,265.2,0.2,1018.4,0.0
2024-02-24,0 days 08:47:21,20.7,79.0,123.3,0.4,1018.5,0.0
2024-02-24,0 days 08:57:21,21.2,77.0,351.4,0.3,1018.4,0.0
2024-02-24,0 days 09:07:21,21.7,75.0,95.8,1.1,1018.4,0.0
2024-02-24,0 days 09:17:21,22.8,70.0,83.3,0.5,1018.5,0.0
2024-02-24,0 days 09:27:21,23.1,68.0,75.3,0.8,1018.6,0.0
2024-02-24,0 days 09:37:21,24.0,66.0,82.8,2.1,1018.8,0.0
2024-02-24,0 days 09:47:21,24.2,63.5,63.5,2.1,1018.8,0.0
2024-02-24,0 days 09:57:21,24.5,64.0,67.5,2.0,1018.9,0.0
2024-02-24,0 days 10:07:21,24.3,64.0,89.4,1.2,1019.0,0.0
2024-02-24,0 days 10:17:21,24.9,62.5,74.2,2.2,1019.1,0.0
2024-02-24,0 days 10:27:21,25.7,61.0,151.7,0.2,1019.0,0.0
2024-02-24,0 days 10:37:21,26.6,58.0,60.1,0.5,1019.1,0.0
2024-02-24,0 days 10:47:21,26.6,57.0,100.5,1.8,1019.0,0.0
2024-02-24,0 days 10:57:21,26.6,58.0,124.9,0.4,1018.9,0.0
2024-02-24,0 days 11:07:21,25.7,60.0,11.1,1.0,1018.8,0.0
2024-02-24,0 days 11:17:21,26.1,59.0,50.5,0.7,1018.7,0.0
2024-02-24,0 days 11:27:21,26.6,56.0,157.1,1.3,1018.5,0.0
2024-02-24,0 days 11:37:21,27.4,52.5,107.0,1.0,1018.4,0.0
2024-02-24,0 days 11:47:21,26.7,53.0,126.5,2.0,1018.3,0.0
2024-02-24,0 days 11:57:21,26.9,53.0,68.0,1.4,1018.2,0.0
2024-02-24,0 days 12:07:21,27.6,50.5,193.2,1.0,1017.9,0.0
2024-02-24,0 days 12:17:21,28.4,49.5,78.4,0.7,1017.8,0.0
2024-02-24,0 days 12:27:21,27.4,51.0,105.7,0.7,1017.6,0.0
2024-02-24,0 days 12:37:21,27.5,50.5,137.5,0.2,1017.5,0.0
2024-02-24,0 days 12:47:21,27.8,49.5,89.0,1.0,1017.3,0.0
2024-02-24,0 days 12:57:21,27.8,49.0,309.3,0.7,1017.2,0.0
2024-02-24,0 days 13:07:21,28.2,47.5,327.2,0.9,1016.9,0.0
2024-02-24,0 days 13:17:21,27.7,51.5,284.4,0.2,1016.7,0.0
2024-02-24,0 days 13:27:21,27.7,52.5,58.9,0.6,1016.7,0.0
2024-02-24,0 days 13:37:22,28.3,51.0,338.7,3.5,1016.3,0.0
2024-02-24,0 days 13:47:21,28.3,51.0,346.3,1.6,1016.2,0.0
2024-02-24,0 days 13:57:21,28.6,47.5,335.3,0.2,1015.9,0.0
2024-02-24,0 days 14:07:21,29.5,48.5,347.9,1.4,1015.9,0.0
2024-02-24,0 days 14:17:21,28.5,50.5,71.9,2.9,1015.8,0.0
2024-02-24,0 days 14:27:21,28.7,50.0,98.0,2.0,1015.6,0.0
2024-02-24,0 days 14:37:21,29.0,50.5,42.3,2.7,1015.5,0.0
2024-02-24,0 days 14:47:21,28.6,51.5,66.5,2.5,1015.6,0.0
2024-02-24,0 days 14:57:21,28.1,52.5,72.3,4.1,1015.4,0.0
2024-02-24,0 days 15:07:21,28.7,52.5,86.3,1.1,1015.5,0.0
2024-02-24,0 days 15:17:21,28.2,53.0,85.3,2.4,1015.5,0.0
2024-02-24,0 days 15:27:21,27.6,54.0,89.4,3.9,1015.4,0.0
2024-02-24,0 days 15:37:21,27.4,54.5,120.7,1.2,1015.4,0.0
2024-02-24,0 days 15:47:21,27.6,54.0,51.7,2.5,1015.4,0.0
2024-02-24,0 days 15:57:21,27.2,55.0,56.7,1.8,1015.4,0.0
2024-02-24,0 days 16:07:21,26.8,56.5,72.7,2.5,1015.3,0.0
2024-02-24,0 days 16:17:21,26.7,56.5,58.4,4.6,1015.3,0.0
2024-02-24,0 days 16:27:21,27.3,55.5,80.5,1.5,1015.3,0.0
2024-02-24,0 days 16:37:21,27.3,54.0,80.2,4.5,1015.3,0.0
2024-02-24,0 days 16:47:21,26.8,54.5,68.4,4.0,1015.4,0.0
2024-02-24,0 days 16:57:21,26.3,56.0,83.8,2.6,1015.3,0.0
2024-02-24,0 days 17:07:21,26.3,57.0,59.5,3.1,1015.3,0.0
2024-02-24,0 days 17:17:21,26.2,56.5,79.8,2.6,1015.6,0.0
2024-02-24,0 days 17:27:21,25.6,58.5,65.6,1.5,1015.5,0.0
2024-02-24,0 days 17:37:21,25.2,59.5,56.9,1.0,1015.6,0.0
2024-02-24,0 days 17:47:21,24.8,60.5,65.7,5.5,1015.7,0.0
2024-02-24,0 days 17:57:21,24.4,62.0,87.2,2.1,1015.7,0.0
2024-02-24,0 days 18:07:21,24.1,62.5,102.5,2.4,1015.7,0.0
2024-02-24,0 days 18:17:21,23.7,63.5,85.3,2.4,1015.9,0.0
2024-02-24,0 days 18:27:21,23.4,64.5,57.4,3.1,1015.8,0.0
2024-02-24,0 days 18:37:21,23.1,65.0,80.8,2.3,1015.8,0.0
2024-02-24,0 days 18:47:21,22.8,66.0,69.1,1.8,1015.8,0.0
2024-02-24,0 days 18:57:21,22.6,66.5,79.4,1.1,1016.0,0.0
2024-02-24,0 days 19:07:21,22.4,67.0,72.6,1.7,1016.1,0.0
2024-02-24,0 days 19:17:21,22.2,68.0,82.6,3.2,1016.2,0.0
2024-02-24,0 days 19:27:21,22.0,68.5,102.8,1.1,1016.3,0.0
2024-02-24,0 days 19:37:21,21.8,69.5,99.9,2.0,1016.3,0.0
2024-02-24,0 days 19:47:21,21.6,70.5,89.6,1.8,1016.6,0.0
2024-02-24,0 days 19:57:21,21.4,71.5,123.9,1.9,1016.6,0.0
2024-02-24,0 days 20:07:21,21.2,72.0,108.5,0.8,1016.7,0.0
2024-02-24,0 days 20:17:21,21.1,72.5,87.0,2.8,1016.8,0.0
2024-02-24,0 days 20:27:21,21.0,73.5,71.4,0.8,1017.0,0.0
2024-02-24,0 days 20:37:21,20.8,74.0,95.7,2.6,1017.0,0.0
2024-02-24,0 days 20:47:21,20.7,74.5,80.0,0.7,1017.2,0.0
2024-02-24,0 days 20:57:21,20.6,75.5,53.6,1.0,1017.3,0.0
2024-02-24,0 days 21:07:21,20.4,76.0,100.7,0.9,1017.4,0.0
2024-02-24,0 days 21:17:21,20.3,77.0,104.9,1.2,1017.6,0.0
2024-02-24,0 days 21:27:21,20.2,77.5,94.8,1.7,1017.4,0.0
2024-02-24,0 days 21:37:21,20.1,78.0,110.2,1.2,1017.4,0.0
2024-02-24,0 days 21:47:21,20.0,78.5,113.0,1.5,1017.4,0.0
2024-02-24,0 days 21:57:21,20.0,79.0,100.9,1.3,1017.6,0.0
2024-02-24,0 days 22:07:21,19.9,79.5,100.2,0.8,1017.6,0.0
2024-02-24,0 days 22:17:21,19.8,80.0,95.5,1.5,1017.6,0.0
2024-02-24,0 days 22:27:21,19.8,80.0,81.4,1.7,1017.5,0.0
2024-02-24,0 days 22:37:21,19.7,80.5,96.5,0.8,1017.5,0.0
2024-02-24,0 days 22:47:23,19.6,81.0,115.8,1.7,1017.4,0.0
2024-02-24,0 days 22:57:21,19.5,81.5,100.5,1.4,1017.4,0.0
2024-02-24,0 days 23:07:21,19.5,82.0,97.2,1.5,1017.4,0.0
2024-02-24,0 days 23:17:21,19.4,82.0,90.1,1.4,1017.5,0.0
2024-02-24,0 days 23:27:21,19.2,82.5,96.6,1.4,1017.4,0.0
2024-02-24,0 days 23:37:21,19.1,83.0,118.4,0.8,1017.3,0.0
2024-02-24,0 days 23:47:21,19.0,83.5,112.7,1.1,1017.1,0.0
2024-02-24,0 days 23:57:21,19.0,84.0,109.7,1.2,1017.2,0.0
2024-02-25,0 days 00:07:21,18.9,84.0,126.5,1.3,1017.1,0.0
2024-02-25,0 days 00:17:21,18.9,84.0,154.2,0.8,1017.2,0.0
2024-02-25,0 days 00:27:21,18.2,85.0,279.2,0.9,1017.1,0.0
2024-02-25,0 days 00:37:21,17.8,87.5,342.5,0.4,1017.1,0.0
2024-02-25,0 days 00:47:21,17.7,87.5,341.9,0.4,1017.0,0.0
2024-02-25,0 days 00:57:21,17.6,88.0,339.7,0.4,1017.0,0.0
2024-02-25,0 days 01:07:21,17.7,88.5,336.5,0.5,1016.9,0.0
2024-02-25,0 days 01:17:21,17.7,88.0,195.1,0.4,1016.8,0.0
2024-02-25,0 days 01:27:21,17.4,89.0,334.1,0.3,1016.8,0.0
2024-02-25,0 days 01:37:21,17.4,89.5,325.5,0.3,1016.7,0.0
2024-02-25,0 days 01:47:21,17.4,90.0,338.8,0.5,1016.6,0.0
2024-02-25,0 days 01:57:21,17.3,89.5,310.2,0.4,1016.4,0.0
2024-02-25,0 days 02:07:21,17.1,89.5,289.1,0.6,1016.4,0.0
2024-02-25,0 days 02:17:21,16.8,90.0,254.8,0.3,1016.2,0.0
2024-02-25,0 days 02:27:21,16.7,90.5,268.3,0.7,1016.3,0.0
2024-02-25,0 days 02:37:21,16.6,91.0,64.5,0.5,1016.1,0.0
2024-02-25,0 days 02:47:21,16.8,91.0,275.1,0.3,1016.0,0.0
2024-02-25,0 days 02:57:21,16.7,91.0,66.1,0.5,1015.9,0.0
2024-02-25,0 days 03:07:21,16.8,91.0,46.3,0.6,1015.8,0.0
2024-02-25,0 days 03:17:21,16.9,91.5,354.8,0.5,1015.7,0.0
2024-02-25,0 days 03:27:21,17.0,91.5,358.9,0.6,1015.7,0.0
2024-02-25,0 days 03:37:21,17.3,91.0,355.7,0.6,1015.7,0.0
2024-02-25,0 days 03:47:21,17.3,90.0,353.9,0.5,1015.6,0.0
2024-02-25,0 days 03:57:21,17.2,90.5,353.2,0.8,1015.5,0.0
2024-02-25,0 days 04:07:21,17.3,90.5,16.5,0.7,1015.5,0.0
2024-02-25,0 days 04:17:21,17.3,90.5,353.0,0.5,1015.3,0.0
2024-02-25,0 days 04:27:21,17.2,90.5,12.2,0.4,1015.2,0.0
2024-02-25,0 days 04:37:21,17.1,91.0,67.2,0.6,1015.3,0.0
2024-02-25,0 days 04:47:21,17.1,91.5,74.0,0.5,1015.2,0.0
2024-02-25,0 days 04:57:21,17.0,91.5,5.8,0.4,1015.3,0.0
2024-02-25,0 days 05:07:21,16.8,90.5,98.4,0.5,1015.5,0.0
2024-02-25,0 days 05:17:21,16.3,90.0,184.8,1.0,1015.5,0.0
2024-02-25,0 days 05:27:21,16.0,91.5,174.5,0.7,1015.4,0.0
2024-02-25,0 days 05:37:21,15.8,92.0,182.6,0.9,1015.4,0.0
2024-02-25,0 days 05:47:21,15.6,92.5,172.2,0.3,1015.4,0.0
2024-02-25,0 days 05:57:21,15.6,92.5,188.2,0.5,1015.4,0.0
2024-02-25,0 days 06:07:21,15.4,92.5,176.4,0.7,1015.4,0.0
2024-02-25,0 days 06:17:21,15.3,92.5,146.4,0.6,1015.3,0.0
2024-02-25,0 days 06:27:21,15.3,93.0,96.6,0.2,1015.4,0.0
2024-02-25,0 days 06:37:21,15.3,93.0,132.6,0.2,1015.5,0.0
2024-02-25,0 days 06:47:21,15.3,93.0,165.4,0.4,1015.5,0.0
2024-02-25,0 days 06:57:22,15.3,92.5,178.2,0.6,1015.6,0.0
2024-02-25,0 days 07:07:21,15.2,92.5,196.5,0.4,1015.7,0.0
2024-02-25,0 days 07:17:21,15.3,92.5,167.4,0.6,1016.0,0.0
2024-02-25,0 days 07:27:21,15.7,92.5,341.1,0.0,1016.1,0.0
2024-02-25,0 days 07:37:21,16.4,92.5,119.7,0.5,1016.3,0.0
2024-02-25,0 days 07:47:21,17.3,91.5,64.2,0.8,1016.1,0.0
2024-02-25,0 days 07:57:23,18.0,88.5,77.0,1.3,1016.1,0.0
2024-02-25,0 days 08:07:21,18.6,87.5,72.8,1.6,1016.2,0.0
2024-02-25,0 days 08:17:21,19.1,84.5,91.1,1.3,1016.3,0.0
2024-02-25,0 days 08:27:21,19.7,82.5,77.4,1.9,1016.5,0.0
2024-02-25,0 days 08:37:21,20.6,80.0,78.0,1.4,1016.5,0.0
2024-02-25,0 days 08:47:21,21.3,78.0,119.5,1.8,1016.4,0.0
2024-02-25,0 days 08:57:21,22.1,76.0,124.7,1.9,1016.8,0.0
2024-02-25,0 days 09:07:21,22.2,75.5,149.9,3.5,1016.7,0.0
2024-02-25,0 days 09:17:21,22.3,76.0,156.4,2.0,1016.8,0.0
2024-02-25,0 days 09:27:21,22.7,74.0,149.9,2.5,1016.8,0.0
2024-02-25,0 days 09:37:21,23.4,72.5,165.0,2.5,1016.9,0.0
2024-02-25,0 days 09:47:21,23.4,71.0,145.0,3.3,1017.0,0.0
2024-02-25,0 days 09:57:21,24.0,68.0,172.3,3.8,1016.8,0.0
2024-02-25,0 days 10:07:21,24.4,66.5,156.7,4.2,1017.1,0.0
2024-02-25,0 days 10:17:21,24.8,64.0,182.0,2.2,1017.0,0.0
2024-02-25,0 days 10:27:21,25.0,63.5,145.0,1.5,1017.0,0.0
2024-02-25,0 days 10:37:21,24.9,63.5,160.7,1.7,1016.9,0.0
2024-02-25,0 days 10:47:21,25.5,61.5,133.7,4.1,1016.7,0.0
2024-02-25,0 days 10:57:21,25.7,60.5,146.0,2.5,1016.7,0.0
2024-02-25,0 days 11:07:21,25.8,60.0,148.7,4.7,1016.5,0.0
2024-02-25,0 days 11:17:21,26.6,57.5,61.6,0.9,1016.5,0.0
2024-02-25,0 days 11:27:21,26.3,56.0,119.0,2.4,1016.1,0.0
2024-02-25,0 days 11:37:21,26.7,56.0,150.2,3.8,1015.9,0.0
2024-02-25,0 days 11:47:21,26.9,54.0,155.7,3.7,1015.9,0.0
2024-02-25,0 days 11:57:21,27.1,55.0,91.6,2.1,1015.7,0.0
2024-02-25,0 days 12:07:21,27.1,53.0,79.2,1.0,1015.4,0.0
2024-02-25,0 days 12:17:21,27.3,51.5,124.8,3.3,1015.4,0.0
2024-02-25,0 days 12:27:21,27.3,52.5,129.3,1.3,1015.2,0.0
2024-02-25,0 days 12:37:21,28.3,50.0,117.7,2.6,1015.0,0.0
2024-02-25,0 days 12:47:21,27.8,51.0,175.2,2.5,1014.7,0.0
2024-02-25,0 days 12:57:21,27.5,51.5,155.0,2.4,1014.5,0.0
2024-02-25,0 days 13:07:21,28.2,49.0,152.8,3.6,1014.2,0.0
2024-02-25,0 days 13:17:21,28.3,48.0,143.0,1.0,1013.9,0.0
2024-02-25,0 days 13:27:21,28.1,50.0,160.8,2.2,1013.8,0.0
2024-02-25,0 days 13:37:21,28.1,51.0,98.3,1.4,1013.6,0.0
2024-02-25,0 days 13:47:21,28.9,49.5,153.2,3.5,1013.3,0.0
2024-02-25,0 days 13:57:21,29.1,49.5,131.6,3.4,1013.1,0.0
2024-02-25,0 days 14:07:21,29.2,49.0,151.6,5.2,1012.8,0.0
2024-02-25,0 days 14:17:21,29.5,48.0,101.0,1.6,1012.7,0.0
2024-02-25,0 days 14:27:21,29.5,49.0,58.7,2.0,1012.5,0.0
2024-02-25,0 days 14:37:21,29.6,47.5,128.2,2.3,1012.2,0.0
2024-02-25,0 days 14:47:21,29.8,47.5,102.1,3.6,1012.1,0.0
2024-02-25,0 days 14:57:21,29.6,48.0,145.3,1.9,1011.9,0.0
2024-02-25,0 days 15:07:21,29.9,47.5,138.6,0.9,1011.7,0.0
2024-02-25,0 days 15:17:21,29.5,48.5,150.3,5.1,1011.6,0.0
2024-02-25,0 days 15:27:21,29.7,47.5,117.0,2.6,1011.6,0.0
2024-02-25,0 days 15:37:21,30.0,48.5,115.3,2.3,1011.7,0.0
2024-02-25,0 days 15:47:21,29.9,48.5,124.3,2.8,1011.6,0.0
2024-02-25,0 days 15:57:21,29.6,50.0,134.8,2.0,1011.7,0.0
2024-02-25,0 days 16:07:21,29.9,50.5,69.5,2.6,1011.6,0.0
2024-02-25,0 days 16:17:21,30.4,49.5,79.9,1.0,1011.6,0.0
2024-02-25,0 days 16:27:21,30.1,50.5,98.6,3.9,1011.6,0.0
2024-02-25,0 days 16:37:21,29.8,51.5,88.0,1.9,1011.5,0.0
2024-02-25,0 days 16:47:21,29.5,52.5,125.1,2.5,1011.5,0.0
2024-02-25,0 days 16:57:21,29.1,54.5,94.4,3.5,1011.6,0.0
2024-02-25,0 days 17:07:21,28.7,56.0,87.0,3.7,1011.6,0.0
2024-02-25,0 days 17:17:21,28.2,57.5,102.9,1.6,1011.7,0.0
2024-02-25,0 days 17:27:21,28.1,57.5,99.0,3.5,1011.7,0.0
2024-02-25,0 days 17:37:21,27.7,58.5,70.6,2.0,1011.8,0.0
2024-02-25,0 days 17:47:21,27.0,60.0,98.0,1.6,1012.0,0.0
2024-02-25,0 days 17:57:21,26.6,61.0,107.9,2.5,1012.1,0.0
2024-02-25,0 days 18:07:21,26.2,62.0,93.8,1.5,1012.1,0.0
2024-02-25,0 days 18:17:21,25.8,63.0,69.3,1.3,1012.2,0.0
2024-02-25,0 days 18:27:21,25.4,63.5,84.3,2.2,1012.1,0.0
2024-02-25,0 days 18:37:22,24.9,64.0,128.1,2.5,1012.2,0.0
2024-02-25,0 days 18:47:21,24.6,64.5,102.3,3.2,1012.3,0.0
2024-02-25,0 days 18:57:21,24.3,65.5,87.4,3.0,1012.4,0.0
2024-02-25,0 days 19:07:21,24.0,66.0,76.7,1.8,1012.5,0.0
2024-02-25,0 days 19:17:21,23.6,67.5,97.9,2.1,1012.6,0.0
2024-02-25,0 days 19:27:21,23.4,68.0,111.7,2.2,1012.7,0.0
2024-02-25,0 days 19:37:21,23.3,67.5,93.2,1.4,1012.9,0.0
2024-02-25,0 days 19:47:21,23.0,68.5,68.3,1.4,1013.2,0.0
2024-02-25,0 days 19:57:21,22.8,69.5,98.5,1.8,1013.3,0.0
2024-02-25,0 days 20:07:21,22.6,70.5,74.8,2.2,1013.4,0.0
2024-02-25,0 days 20:17:21,22.4,70.5,81.0,2.5,1013.4,0.0
2024-02-25,0 days 20:27:21,22.2,71.5,75.2,1.6,1013.8,0.0
2024-02-25,0 days 20:37:21,22.0,72.5,60.5,1.5,1013.8,0.0
2024-02-25,0 days 20:47:21,21.9,73.5,86.2,2.2,1013.8,0.0
2024-02-25,0 days 20:57:21,21.7,74.0,75.8,2.7,1013.9,0.0
2024-02-25,0 days 21:07:21,21.6,75.0,78.2,1.1,1013.9,0.0
2024-02-25,0 days 21:17:21,21.3,76.5,52.2,0.6,1014.1,0.0
2024-02-25,0 days 21:27:21,21.2,78.0,72.5,2.0,1014.1,0.0
2024-02-25,0 days 21:37:21,21.1,78.5,103.1,0.9,1014.1,0.0
2024-02-25,0 days 21:47:21,21.1,79.0,92.6,1.3,1014.1,0.0
2024-02-25,0 days 21:57:21,21.1,79.5,110.5,1.8,1014.2,0.0
2024-02-25,0 days 22:07:21,21.1,80.0,80.5,0.8,1014.2,0.0
2024-02-25,0 days 22:17:21,21.0,80.5,70.3,1.1,1014.2,0.0
2024-02-25,0 days 22:27:21,20.9,81.0,71.0,1.4,1014.3,0.0
2024-02-25,0 days 22:37:21,20.8,82.0,58.8,0.7,1014.3,0.0
2024-02-25,0 days 22:47:21,20.7,82.5,91.2,0.6,1014.4,0.0
2024-02-25,0 days 22:57:21,20.6,82.5,96.3,0.7,1014.3,0.0
2024-02-25,0 days 23:07:21,20.4,83.5,84.7,1.7,1014.4,0.0
2024-02-25,0 days 23:17:21,20.4,84.5,117.3,0.9,1014.4,0.0
2024-02-25,0 days 23:27:21,20.4,84.5,99.8,2.1,1014.4,0.0
2024-02-25,0 days 23:37:24,20.4,84.5,77.2,0.8,1014.3,0.0
2024-02-25,0 days 23:47:21,20.3,85.0,89.2,0.6,1014.3,0.0
