Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-10-14 13:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 14:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 14:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 14:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 14:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 15:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 15:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 15:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 15:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 16:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 16:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 16:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 16:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 17:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 17:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 17:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 17:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-14 18:01:25","27.9 ℃","69 %","82 °","1.6 m/s","1011 hPa","0 mm","100 %",
"2024-10-14 18:16:25","27.3 ℃","69 %","93.4 °","1.2 m/s","1011 hPa","0 mm","100 %",
"2024-10-14 18:31:25","27.1 ℃","70 %","127.5 °","1.6 m/s","1011.2 hPa","0 mm","100 %",
"2024-10-14 18:46:25","26.6 ℃","70.5 %","83.8 °","1.3 m/s","1011.3 hPa","0 mm","100 %",
"2024-10-14 19:01:25","26.4 ℃","71 %","63.2 °","1.6 m/s","1011.3 hPa","0 mm","100 %",
"2024-10-14 19:16:25","26.3 ℃","71.5 %","108.8 °","1.3 m/s","1011.7 hPa","0 mm","100 %",
"2024-10-14 19:31:25","25.5 ℃","74 %","96.7 °","1.7 m/s","1011.8 hPa","0 mm","100 %",
"2024-10-14 19:46:25","25.6 ℃","73.5 %","80.6 °","1.6 m/s","1012.1 hPa","0 mm","100 %",
"2024-10-14 20:01:25","25.1 ℃","75.5 %","98.9 °","1.7 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-14 20:16:25","25 ℃","76 %","61.9 °","1.1 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-14 20:31:25","25 ℃","76 %","70.6 °","1.7 m/s","1012.8 hPa","0 mm","100 %",
"2024-10-14 20:46:25","24.6 ℃","77.5 %","86.4 °","1.5 m/s","1012.9 hPa","0 mm","100 %",
"2024-10-14 21:01:25","24.6 ℃","76.5 %","58 °","0.8 m/s","1013.1 hPa","0 mm","100 %",
"2024-10-14 21:16:25","24.3 ℃","77.5 %","79.4 °","1.2 m/s","1013.2 hPa","0 mm","100 %",
"2024-10-14 21:31:25","24.2 ℃","77.5 %","84.9 °","1.7 m/s","1013.2 hPa","0 mm","100 %",
"2024-10-14 21:46:25","24.1 ℃","78 %","79.9 °","1.8 m/s","1013.4 hPa","0 mm","100 %",
"2024-10-14 22:01:25","23.8 ℃","79.5 %","88 °","1.4 m/s","1013.6 hPa","0 mm","100 %",
"2024-10-14 22:16:25","23.9 ℃","79 %","93.3 °","1 m/s","1013.6 hPa","0 mm","99 %",
"2024-10-14 22:31:25","24 ℃","78.5 %","77.4 °","0.6 m/s","1013.6 hPa","0 mm","99 %",
"2024-10-14 22:46:25","24.1 ℃","78.5 %","92.5 °","1.3 m/s","1013.6 hPa","0 mm","99 %",
"2024-10-14 23:01:25","23.4 ℃","81 %","82.3 °","1.1 m/s","1013.3 hPa","0 mm","99 %",
"2024-10-14 23:16:25","23.5 ℃","80.5 %","76.5 °","1.2 m/s","1013.2 hPa","0 mm","97 %",
"2024-10-14 23:31:25","23.3 ℃","80.5 %","171.2 °","1.2 m/s","1013.1 hPa","0 mm","97 %",
"2024-10-14 23:46:25","22.4 ℃","85 %","149.8 °","0.5 m/s","1013 hPa","0 mm","97 %",
"2024-10-15 00:01:25","22.1 ℃","85.5 %","163.1 °","0.3 m/s","1013.2 hPa","0 mm","97 %",
"2024-10-15 00:16:25","21.1 ℃","88 %","330.7 °","0.2 m/s","1012.8 hPa","0 mm","96 %",
"2024-10-15 00:31:25","20.6 ℃","89 %","321.1 °","0.3 m/s","1012.8 hPa","0 mm","96 %",
"2024-10-15 00:46:25","20.6 ℃","89.5 %","321.3 °","0.3 m/s","1012.8 hPa","0 mm","96 %",
"2024-10-15 01:01:25","20.5 ℃","90 %","328.8 °","0.2 m/s","1012.8 hPa","0 mm","96 %",
"2024-10-15 01:16:25","20.6 ℃","90 %","329.7 °","0.2 m/s","1012.7 hPa","0 mm","95 %",
"2024-10-15 01:31:25","20.4 ℃","90.5 %","305.1 °","0.4 m/s","1012.6 hPa","0 mm","95 %",
"2024-10-15 01:46:25","20.5 ℃","91 %","317 °","0.2 m/s","1012.6 hPa","0 mm","95 %",
"2024-10-15 02:01:25","20.5 ℃","91 %","294.1 °","0.2 m/s","1012.5 hPa","0 mm","95 %",
"2024-10-15 02:16:27","20.7 ℃","91 %","135.8 °","0.3 m/s","1012.3 hPa","0 mm","95 %",
"2024-10-15 02:31:25","21 ℃","90.5 %","323.7 °","0.3 m/s","1012.2 hPa","0 mm","94 %",
"2024-10-15 02:46:25","21.2 ℃","90 %","326.1 °","0.7 m/s","1012.2 hPa","0 mm","94 %",
"2024-10-15 03:01:25","21.5 ℃","89.5 %","66.2 °","0.4 m/s","1012.1 hPa","0 mm","94 %",
"2024-10-15 03:16:27","21.7 ℃","88.5 %","344.4 °","0.6 m/s","1011.9 hPa","0 mm","94 %",
"2024-10-15 03:31:25","21.6 ℃","89.5 %","90.9 °","0.4 m/s","1011.8 hPa","0 mm","92 %",
"2024-10-15 03:46:25","21.5 ℃","89.5 %","24.6 °","1.2 m/s","1011.5 hPa","0 mm","92 %",
"2024-10-15 04:01:25","21.4 ℃","89 %","85.5 °","0.2 m/s","1011.4 hPa","0 mm","92 %",
"2024-10-15 04:16:25","21.4 ℃","88 %","28.2 °","1 m/s","1011.3 hPa","0 mm","92 %",
"2024-10-15 04:31:25","21.2 ℃","88 %","316.4 °","0.4 m/s","1011.3 hPa","0 mm","91 %",
"2024-10-15 04:46:25","21.1 ℃","88 %","357.4 °","0.5 m/s","1011.4 hPa","0 mm","91 %",
"2024-10-15 05:01:25","20.9 ℃","88 %","331.4 °","0.2 m/s","1011.3 hPa","0 mm","91 %",
"2024-10-15 05:16:25","20.8 ℃","88 %","2.7 °","0.2 m/s","1011.4 hPa","0 mm","91 %",
"2024-10-15 05:31:25","20.5 ℃","89 %","12.5 °","0.2 m/s","1011.5 hPa","0 mm","91 %",
"2024-10-15 05:46:25","20.4 ℃","89.5 %","294.7 °","0.4 m/s","1011.5 hPa","0 mm","89 %",
"2024-10-15 06:01:25","19.9 ℃","90 %","99.1 °","0.7 m/s","1011.3 hPa","0 mm","89 %",
"2024-10-15 06:16:25","19.9 ℃","91 %","221.5 °","0.1 m/s","1011.4 hPa","0 mm","89 %",
"2024-10-15 06:31:25","20 ℃","91.5 %","27.4 °","0.1 m/s","1011.7 hPa","0 mm","89 %",
"2024-10-15 06:46:25","20.2 ℃","92 %","64.2 °","0.3 m/s","1011.8 hPa","0 mm","88 %",
"2024-10-15 07:01:25","20.7 ℃","91 %","281.4 °","0.1 m/s","1012 hPa","0 mm","88 %",
"2024-10-15 07:16:25","21.5 ℃","88.5 %","276.2 °","0.4 m/s","1011.9 hPa","0 mm","88 %",
"2024-10-15 07:31:25","22.1 ℃","85.5 %","210.3 °","0.2 m/s","1012.2 hPa","0 mm","88 %",
"2024-10-15 07:46:25","23.1 ℃","82 %","166.9 °","0.8 m/s","1012.4 hPa","0 mm","97 %",
"2024-10-15 08:01:25","23.8 ℃","79 %","297.8 °","0.7 m/s","1012.2 hPa","0 mm","97 %",
"2024-10-15 08:16:25","24.4 ℃","78 %","279.1 °","0.1 m/s","1012.3 hPa","0 mm","97 %",
"2024-10-15 08:31:25","25.2 ℃","76 %","203.7 °","0.4 m/s","1012.4 hPa","0 mm","97 %",
"2024-10-15 08:46:25","25.8 ℃","74 %","195.2 °","0.5 m/s","1012.6 hPa","0 mm","97 %",
"2024-10-15 09:01:25","26.2 ℃","72.5 %","270.5 °","1.4 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-15 09:16:27","27.2 ℃","69 %","257.9 °","1.4 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-15 09:31:25","28.6 ℃","64 %","341.4 °","0.3 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-15 09:46:25","29.4 ℃","61 %","236.1 °","0.3 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-15 10:01:25","29.6 ℃","59 %","159.2 °","1.3 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-15 10:16:25","30.6 ℃","55 %","299.1 °","0.2 m/s","1012.2 hPa","0 mm","100 %",
"2024-10-15 10:31:25","30.5 ℃","55 %","270.4 °","0.6 m/s","1011.9 hPa","0 mm","100 %",
"2024-10-15 10:46:25","31.3 ℃","54.5 %","92.4 °","1 m/s","1011.8 hPa","0 mm","100 %",
"2024-10-15 11:01:25","31.9 ℃","52.5 %","31.5 °","0.5 m/s","1011.5 hPa","0 mm","100 %",
"2024-10-15 11:16:25","30.9 ℃","53.5 %","57.4 °","0.6 m/s","1011 hPa","0 mm","100 %",
"2024-10-15 11:31:25","31.7 ℃","53 %","202.6 °","1.1 m/s","1011.1 hPa","0 mm","100 %",
"2024-10-15 11:46:25","31.9 ℃","51.5 %","128.6 °","1.1 m/s","1010.8 hPa","0 mm","100 %",
"2024-10-15 12:01:25","32.3 ℃","50.5 %","90.6 °","0.6 m/s","1010.6 hPa","0 mm","100 %",
"2024-10-15 12:16:25","32.4 ℃","49.5 %","123.3 °","1.9 m/s","1010.3 hPa","0 mm","100 %",
"2024-10-15 12:31:25","33.3 ℃","48 %","62.9 °","1.7 m/s","1010.1 hPa","0 mm","100 %",
"2024-10-15 12:46:25","32.5 ℃","50.5 %","81.6 °","1.9 m/s","1009.3 hPa","0 mm","100 %",
"2024-10-15 13:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 13:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 13:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 13:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 14:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 14:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 14:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 15:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 15:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 15:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 15:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 16:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 16:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 16:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 16:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 17:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 17:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 17:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 17:46:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-15 18:01:25","28.2 ℃","65.5 %","89.1 °","1.7 m/s","1007.2 hPa","0 mm","100 %",
"2024-10-15 18:16:25","27.6 ℃","68.5 %","66.7 °","2.1 m/s","1007.5 hPa","0 mm","100 %",
"2024-10-15 18:31:25","27 ℃","70 %","90.1 °","1 m/s","1007.7 hPa","0 mm","100 %",
"2024-10-15 18:46:25","26.5 ℃","72 %","79 °","3.2 m/s","1007.7 hPa","0 mm","100 %",
"2024-10-15 19:01:25","26.1 ℃","75 %","81.2 °","1.2 m/s","1008 hPa","0 mm","100 %",
"2024-10-15 19:16:25","25.9 ℃","76 %","105.3 °","1.2 m/s","1008.3 hPa","0 mm","100 %",
"2024-10-15 19:31:25","25.7 ℃","77.5 %","87.7 °","1.5 m/s","1008.5 hPa","0 mm","100 %",
"2024-10-15 19:46:25","25.5 ℃","78.5 %","94.8 °","1.2 m/s","1008.7 hPa","0 mm","100 %",
"2024-10-15 20:01:25","25.3 ℃","79.5 %","106.6 °","1.1 m/s","1009.1 hPa","0 mm","100 %",
"2024-10-15 20:16:25","25.2 ℃","79.5 %","102.1 °","1.2 m/s","1009.3 hPa","0 mm","100 %",
"2024-10-15 20:31:25","25.3 ℃","78.5 %","132 °","1.2 m/s","1009.6 hPa","0 mm","100 %",
"2024-10-15 20:46:25","25.1 ℃","80.5 %","72.5 °","1 m/s","1009.6 hPa","0 mm","100 %",
"2024-10-15 21:01:25","25.1 ℃","80.5 %","93.4 °","1.2 m/s","1009.8 hPa","0 mm","100 %",
"2024-10-15 21:16:25","24.9 ℃","81.5 %","98.7 °","1.2 m/s","1010 hPa","0 mm","100 %",
"2024-10-15 21:31:25","24.9 ℃","81.5 %","100.8 °","0.9 m/s","1010.1 hPa","0 mm","100 %",
"2024-10-15 21:46:25","25.1 ℃","81 %","91.9 °","1.1 m/s","1010.2 hPa","0 mm","100 %",
"2024-10-15 22:01:25","24.7 ℃","82.5 %","94.4 °","1.1 m/s","1010 hPa","0 mm","100 %",
"2024-10-15 22:16:25","24.5 ℃","83.5 %","75.3 °","1.2 m/s","1010 hPa","0 mm","99 %",
"2024-10-15 22:31:25","24.5 ℃","84 %","85.1 °","1.4 m/s","1010.2 hPa","0 mm","99 %",
"2024-10-15 22:46:25","24.4 ℃","84 %","89.6 °","1.4 m/s","1010.2 hPa","0 mm","99 %",
"2024-10-15 23:01:25","24.4 ℃","84.5 %","98.6 °","1.1 m/s","1010.3 hPa","0 mm","99 %",
"2024-10-15 23:16:25","24.4 ℃","85 %","93.5 °","1.2 m/s","1010.3 hPa","0 mm","99 %",
"2024-10-15 23:31:25","24.4 ℃","84.5 %","89.2 °","0.9 m/s","1010.3 hPa","0 mm","97 %",
"2024-10-15 23:46:25","24.5 ℃","84.5 %","89.7 °","1.3 m/s","1010.4 hPa","0 mm","97 %",
"2024-10-16 00:01:25","24.6 ℃","84.5 %","94.2 °","0.9 m/s","1010.4 hPa","0 mm","97 %",
"2024-10-16 00:16:25","24.6 ℃","83.5 %","109.7 °","0.8 m/s","1010.3 hPa","0 mm","97 %",
"2024-10-16 00:31:25","23.7 ℃","85 %","196.5 °","0.3 m/s","1010.1 hPa","0 mm","96 %",
"2024-10-16 00:46:27","23.6 ℃","87 %","89.5 °","0.8 m/s","1010.2 hPa","0 mm","96 %",
"2024-10-16 01:01:25","23.1 ℃","88 %","248.8 °","0.1 m/s","1010 hPa","0 mm","96 %",
"2024-10-16 01:16:25","22.2 ℃","88.5 %","70 °","0.5 m/s","1009.9 hPa","0 mm","96 %",
"2024-10-16 01:31:25","22 ℃","90 %","334.1 °","0.5 m/s","1010 hPa","0 mm","95 %",
"2024-10-16 01:46:25","22.1 ℃","90.5 %","242.5 °","1 m/s","1010 hPa","0 mm","95 %",
"2024-10-16 02:01:25","22.1 ℃","91 %","119.7 °","0.5 m/s","1010.1 hPa","0 mm","95 %",
"2024-10-16 02:16:25","22 ℃","91 %","133.9 °","0.6 m/s","1009.9 hPa","0 mm","95 %",
"2024-10-16 02:46:25","21.6 ℃","91.5 %","339.3 °","0.6 m/s","1009.7 hPa","0 mm","93 %",
"2024-10-16 03:01:25","21.5 ℃","92 %","41.1 °","0.4 m/s","1009.6 hPa","0 mm","93 %",
"2024-10-16 03:16:25","21.6 ℃","92 %","199.7 °","0.7 m/s","1009.7 hPa","0 mm","93 %",
"2024-10-16 03:31:25","21.6 ℃","92 %","223.6 °","0.5 m/s","1009.5 hPa","0 mm","93 %",
"2024-10-16 03:46:25","21.7 ℃","92 %","314.9 °","0.4 m/s","1009.4 hPa","0 mm","92 %",
"2024-10-16 04:01:25","21.6 ℃","92 %","196.6 °","0.5 m/s","1009.4 hPa","0 mm","92 %",
"2024-10-16 04:16:25","21.6 ℃","92 %","316.7 °","0.3 m/s","1009.4 hPa","0 mm","92 %",
"2024-10-16 04:31:25","21.9 ℃","92 %","87.8 °","0.4 m/s","1009.5 hPa","0 mm","92 %",
"2024-10-16 04:46:25","22.2 ℃","92 %","285 °","0.3 m/s","1009.8 hPa","0 mm","92 %",
"2024-10-16 05:01:25","22.3 ℃","91 %","158 °","1 m/s","1009.9 hPa","0 mm","90 %",
"2024-10-16 05:16:25","22.2 ℃","91.5 %","143.1 °","0.7 m/s","1009.9 hPa","0 mm","90 %",
"2024-10-16 05:31:25","22.2 ℃","91.5 %","215.3 °","0.3 m/s","1009.9 hPa","0 mm","90 %",
"2024-10-16 05:46:25","22 ℃","91.5 %","329.9 °","0.5 m/s","1010 hPa","0 mm","90 %",
"2024-10-16 06:01:25","22.2 ℃","91.5 %","72.1 °","0.3 m/s","1010 hPa","0 mm","90 %",
"2024-10-16 06:16:25","22.2 ℃","91.5 %","108.4 °","0.8 m/s","1010.2 hPa","0 mm","88 %",
"2024-10-16 06:31:25","22.1 ℃","91 %","166.7 °","0.1 m/s","1010.3 hPa","0 mm","88 %",
"2024-10-16 06:46:25","22 ℃","91 %","53.8 °","0.4 m/s","1010.3 hPa","0 mm","88 %",
"2024-10-16 07:01:25","22 ℃","90.5 %","154.6 °","0.8 m/s","1010.6 hPa","0 mm","88 %",
"2024-10-16 07:16:25","22.6 ℃","90 %","260.3 °","0.1 m/s","1011 hPa","0 mm","89 %",
"2024-10-16 07:31:25","23.1 ℃","88.5 %","156.2 °","0.5 m/s","1011.1 hPa","0 mm","89 %",
"2024-10-16 07:46:25","24.2 ℃","85.5 %","70.8 °","0.4 m/s","1011.4 hPa","0 mm","89 %",
"2024-10-16 08:01:25","25.4 ℃","80.5 %","295.9 °","0.2 m/s","1011.6 hPa","0 mm","89 %",
"2024-10-16 08:16:25","26.7 ℃","75.5 %","262.9 °","0.2 m/s","1011.8 hPa","0 mm","89 %",
"2024-10-16 08:31:25","26.6 ℃","76.5 %","162.9 °","0.4 m/s","1011.9 hPa","0 mm","100 %",
"2024-10-16 08:46:25","27 ℃","74.5 %","354.5 °","1.4 m/s","1012 hPa","0 mm","100 %",
"2024-10-16 09:01:25","27.7 ℃","73.5 %","339.9 °","0.7 m/s","1012.2 hPa","0 mm","100 %",
"2024-10-16 09:16:25","28.6 ℃","70.5 %","347.8 °","1.9 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-16 09:31:25","28.9 ℃","69.5 %","289.4 °","1.6 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-16 09:46:25","28.9 ℃","67.5 %","353.7 °","1.5 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-16 10:01:25","30.4 ℃","61.5 %","288.2 °","0.7 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-16 10:16:25","30.7 ℃","58.5 %","358 °","2.7 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-16 10:31:25","30.8 ℃","58.5 %","11.5 °","0.9 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-16 10:46:25","30 ℃","60 %","338.4 °","1 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-16 11:01:25","31.1 ℃","56 %","64 °","1.8 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-16 11:16:25","32.6 ℃","55 %","85.9 °","1.4 m/s","1012.8 hPa","0 mm","100 %",
"2024-10-16 11:31:25","31.9 ℃","57 %","74.2 °","1.7 m/s","1012.7 hPa","0 mm","100 %",
"2024-10-16 11:46:25","32.2 ℃","57 %","53 °","0.8 m/s","1012.6 hPa","0 mm","100 %",
"2024-10-16 12:01:25"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-16 12:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-16 12:31:25","28.4 ℃","67 %","31.9 °","5.9 m/s","1011.6 hPa","0 mm","100 %",
"2024-10-16 12:46:25","27.8 ℃","67 %","74 °","2.5 m/s","1011.6 hPa","0 mm","100 %",
"2024-10-16 13:01:25","28.1 ℃","64.5 %","63.6 °","5.3 m/s","1011.5 hPa","0 mm","100 %",
"2024-10-16 13:16:27","28.6 ℃","62 %","61.5 °","4.3 m/s","1011.6 hPa","0 mm","100 %",
"2024-10-16 13:31:25","28.8 ℃","58 %","65.3 °","2 m/s","1010.9 hPa","0 mm","100 %",
"2024-10-16 13:46:25","28.9 ℃","53 %","64.4 °","1.8 m/s","1010.4 hPa","0 mm","100 %",
"2024-10-16 14:01:25","29.2 ℃","51 %","62 °","2.5 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 14:16:25","29.6 ℃","52.5 %","40 °","3.6 m/s","1010.1 hPa","0 mm","100 %",
"2024-10-16 14:31:25","29.6 ℃","56 %","76.3 °","3.5 m/s","1010.2 hPa","0 mm","100 %",
"2024-10-16 14:46:25","29.4 ℃","56 %","70.9 °","1.7 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 15:01:25","28.7 ℃","56 %","71.7 °","1.9 m/s","1009.7 hPa","0 mm","100 %",
"2024-10-16 15:16:25","29.5 ℃","56.5 %","68.4 °","0.7 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 15:31:25","30.3 ℃","52.5 %","68.7 °","1.2 m/s","1009.9 hPa","0 mm","100 %",
"2024-10-16 15:46:25","29.9 ℃","56.5 %","87.3 °","1.5 m/s","1009.9 hPa","0 mm","100 %",
"2024-10-16 16:01:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-16 16:16:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-16 16:31:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-10-16 16:46:25","29.1 ℃","60 %","5.6 °","0.8 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 17:01:25","29.3 ℃","60 %","80.7 °","1.4 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 17:16:25","28.8 ℃","62.5 %","12.7 °","0.8 m/s","1010 hPa","0 mm","100 %",
"2024-10-16 17:31:27","28.3 ℃","63 %","73 °","1.5 m/s","1010.3 hPa","0 mm","100 %",
"2024-10-16 17:46:25","28 ℃","66 %","90.5 °","1.5 m/s","1010.6 hPa","0 mm","100 %",
"2024-10-16 18:01:25","27.7 ℃","67.5 %","94.8 °","1.6 m/s","1010.9 hPa","0 mm","100 %",
"2024-10-16 18:16:25","27.2 ℃","69.5 %","44.7 °","1 m/s","1010.9 hPa","0 mm","100 %",
"2024-10-16 18:31:25","26.9 ℃","70.5 %","83.6 °","2.9 m/s","1011.2 hPa","0 mm","100 %",
"2024-10-16 18:46:25","26.8 ℃","71 %","65.6 °","0.8 m/s","1011.5 hPa","0 mm","100 %",
"2024-10-16 19:01:25","26.7 ℃","71.5 %","57.6 °","1.1 m/s","1011.7 hPa","0 mm","100 %",
"2024-10-16 19:16:27","26.6 ℃","71.5 %","62.9 °","0.5 m/s","1011.8 hPa","0 mm","100 %",
"2024-10-16 19:31:25","26.6 ℃","72 %","77.8 °","1.1 m/s","1012 hPa","0 mm","100 %",
"2024-10-16 19:46:25","26.5 ℃","71 %","45.5 °","0.3 m/s","1012.1 hPa","0 mm","100 %",
"2024-10-16 20:01:25","26.4 ℃","71 %","47 °","0.5 m/s","1012.2 hPa","0 mm","100 %",
"2024-10-16 20:16:25","26.4 ℃","70.5 %","73.4 °","1.2 m/s","1012.2 hPa","0 mm","100 %",
"2024-10-16 20:31:25","26.6 ℃","70 %","88.1 °","0.6 m/s","1012.4 hPa","0 mm","100 %",
"2024-10-16 20:46:25","26.4 ℃","70.5 %","39.6 °","0.3 m/s","1012.3 hPa","0 mm","100 %",
"2024-10-16 21:01:25","26.2 ℃","71 %","71.5 °","0.5 m/s","1012.4 hPa","0 mm","100 %",
"2024-10-16 21:16:25","25.6 ℃","73 %","289.8 °","0.6 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-16 21:31:25","24.6 ℃","78 %","132.4 °","0.4 m/s","1012.5 hPa","0 mm","100 %",
"2024-10-16 21:46:25","24.4 ℃","79.5 %","206.5 °","0.4 m/s","1012.8 hPa","0 mm","100 %",
"2024-10-16 22:01:25","23.6 ℃","82 %","256.6 °","0.5 m/s","1012.9 hPa","0 mm","100 %",
"2024-10-16 22:16:25","23.2 ℃","84 %","210 °","0.5 m/s","1012.8 hPa","0 mm","99 %",
"2024-10-16 22:31:25","23 ℃","85.5 %","209.3 °","0.4 m/s","1013.1 hPa","0 mm","99 %",
"2024-10-16 22:46:25","23.1 ℃","85.5 %","205.6 °","0.3 m/s","1013 hPa","0 mm","99 %",
"2024-10-16 23:01:25","23.5 ℃","85 %","196.5 °","0.4 m/s","1013.1 hPa","0 mm","99 %",
"2024-10-16 23:16:25","23.8 ℃","84.5 %","42.7 °","0.6 m/s","1013.2 hPa","0 mm","99 %",
"2024-10-16 23:31:25","23.9 ℃","83 %","318.6 °","1.3 m/s","1013 hPa","0 mm","97 %",
"2024-10-16 23:46:25","23.7 ℃","82 %","334.5 °","0.9 m/s","1012.7 hPa","0 mm","97 %",
"2024-10-17 00:01:25","23.5 ℃","82.5 %","55 °","0.7 m/s","1012.4 hPa","0 mm","97 %",
"2024-10-17 00:16:25","23.6 ℃","83 %","106.3 °","0.6 m/s","1012.6 hPa","0 mm","97 %",
"2024-10-17 00:31:25","23.2 ℃","84 %","349.3 °","1.5 m/s","1012.7 hPa","0 mm","96 %",
